date,crop,region,pricePerKg,quantitySoldKg
2025-10-08,potato,"Nashik, Maharashtra",11.69,1136
2025-10-15,potato,"Nashik, Maharashtra",10.25,848
2025-10-22,potato,"Nashik, Maharashtra",11.64,968
2025-10-29,potato,"Nashik, Maharashtra",11.89,207
2025-11-05,potato,"Nashik, Maharashtra",13.07,1431
2025-11-12,potato,"Nashik, Maharashtra",12.73,932
2025-11-19,potato,"Nashik, Maharashtra",11.8,1484
2025-11-26,potato,"Nashik, Maharashtra",13.56,839
2025-12-03,potato,"Nashik, Maharashtra",13.64,942
2025-12-10,potato,"Nashik, Maharashtra",13.04,565
2025-12-17,potato,"Nashik, Maharashtra",13.41,994
2025-12-24,potato,"Nashik, Maharashtra",12.8,1567
2025-12-31,potato,"Nashik, Maharashtra",13.39,415
2026-01-07,potato,"Nashik, Maharashtra",16.08,1696
2026-01-14,potato,"Nashik, Maharashtra",16.49,755
2026-01-21,potato,"Nashik, Maharashtra",13.96,1170
2026-01-28,potato,"Nashik, Maharashtra",16.74,1467
2026-02-04,potato,"Nashik, Maharashtra",16.99,1648
2026-02-11,potato,"Nashik, Maharashtra",17.37,857
2026-02-18,potato,"Nashik, Maharashtra",17.33,892
2026-02-25,potato,"Nashik, Maharashtra",14.67,740
2026-03-04,potato,"Nashik, Maharashtra",14.4,492
2026-03-11,potato,"Nashik, Maharashtra",16.93,1495
2026-03-18,potato,"Nashik, Maharashtra",16.99,1269
2026-03-25,potato,"Nashik, Maharashtra",14.55,1775
2026-04-01,potato,"Nashik, Maharashtra",14.97,1583
2026-04-08,potato,"Nashik, Maharashtra",15.25,551
2026-04-15,potato,"Nashik, Maharashtra",14.69,481
2026-04-22,potato,"Nashik, Maharashtra",13.89,1231
2026-04-29,potato,"Nashik, Maharashtra",13.38,1290
2026-05-06,potato,"Nashik, Maharashtra",14.02,1433
2026-05-13,potato,"Nashik, Maharashtra",12.6,1492
2026-05-20,potato,"Nashik, Maharashtra",14.09,242
2026-05-27,potato,"Nashik, Maharashtra",13.17,1397
2026-06-03,potato,"Nashik, Maharashtra",12.36,426
2026-06-10,potato,"Nashik, Maharashtra",11.46,1240
2026-06-17,potato,"Nashik, Maharashtra",10.51,1022
2026-06-24,potato,"Nashik, Maharashtra",10.74,1292
2026-07-01,potato,"Nashik, Maharashtra",9.48,1058
2026-07-08,potato,"Nashik, Maharashtra",9.33,878
2026-07-15,potato,"Nashik, Maharashtra",10.46,1059
2026-07-22,potato,"Nashik, Maharashtra",10.07,426
2026-07-29,potato,"Nashik, Maharashtra",9.68,225
2025-01-01,potato,"Indore, MP",15.23,414
2025-01-08,potato,"Indore, MP",14.43,853
2025-01-15,potato,"Indore, MP",16.79,1775
2025-01-22,potato,"Indore, MP",17.3,1023
2025-01-29,potato,"Indore, MP",15.69,1106
2025-02-05,potato,"Indore, MP",15.22,1029
2025-02-12,potato,"Indore, MP",17.76,1307
2025-02-19,potato,"Indore, MP",17.19,514
2025-02-26,potato,"Indore, MP",15.17,1624
2025-03-05,potato,"Indore, MP",15.49,747
2025-03-12,potato,"Indore, MP",17.63,360
2025-03-19,potato,"Indore, MP",15.12,837
2025-03-26,potato,"Indore, MP",16.95,1108
2025-04-02,potato,"Indore, MP",16.19,361
2025-04-09,potato,"Indore, MP",15.29,1122
2025-04-16,potato,"Indore, MP",14.97,270
2025-04-23,potato,"Indore, MP",16.37,466
2025-04-30,potato,"Indore, MP",16.23,454
2025-05-07,potato,"Indore, MP",12.33,467
2025-05-14,potato,"Indore, MP",12.58,1106
2025-05-21,potato,"Indore, MP",14.02,1148
2025-05-28,potato,"Indore, MP",12.8,565
2025-06-04,potato,"Indore, MP",11.15,231
2025-06-11,potato,"Indore, MP",11.94,1130
2025-06-18,potato,"Indore, MP",10.97,585
2025-06-25,potato,"Indore, MP",11.63,510
2025-07-02,potato,"Indore, MP",10.92,768
2025-07-09,potato,"Indore, MP",9.95,182
2025-07-16,potato,"Indore, MP",9.9,453
2025-07-23,potato,"Indore, MP",9.72,1016
2025-07-30,potato,"Indore, MP",10.21,561
2025-08-06,potato,"Indore, MP",10.15,794
2025-08-13,potato,"Indore, MP",9.35,680
2025-08-20,potato,"Indore, MP",9.55,1013
2025-08-27,potato,"Indore, MP",9.93,584
2025-09-03,potato,"Indore, MP",10.16,630
2025-09-10,potato,"Indore, MP",10.09,430
2025-09-17,potato,"Indore, MP",9.75,922
2025-09-24,potato,"Indore, MP",11.05,243
2025-10-01,potato,"Indore, MP",11.58,790
2025-10-08,potato,"Indore, MP",13.09,845
2025-10-15,potato,"Indore, MP",12.11,1131
2025-10-22,potato,"Indore, MP",12.75,651
2025-10-29,potato,"Indore, MP",12.08,1161
2025-11-05,potato,"Indore, MP",13.66,1346
2025-11-12,potato,"Indore, MP",13.67,302
2025-11-19,potato,"Indore, MP",14.86,1128
2025-11-26,potato,"Indore, MP",13.77,1370
2025-12-03,potato,"Indore, MP",16.43,1215
2025-12-10,potato,"Indore, MP",15.89,400
2025-12-17,potato,"Indore, MP",16.33,477
2025-12-24,potato,"Indore, MP",17.05,1646
2025-12-31,potato,"Indore, MP",16.52,409
2026-01-07,potato,"Indore, MP",16.58,1806
2026-01-14,potato,"Indore, MP",16.64,1820
2026-01-21,potato,"Indore, MP",17.3,1562
2026-01-28,potato,"Indore, MP",16.07,1683
2026-02-04,potato,"Indore, MP",18.8,358
2026-02-11,potato,"Indore, MP",16.99,895
2026-02-18,potato,"Indore, MP",16.79,698
2026-02-25,potato,"Indore, MP",17.27,1669
2026-03-04,potato,"Indore, MP",17.93,1228
2026-03-11,potato,"Indore, MP",17.05,906
2026-03-18,potato,"Indore, MP",16.7,477
2026-03-25,potato,"Indore, MP",17.31,1442
2026-04-01,potato,"Indore, MP",17.13,1577
2026-04-08,potato,"Indore, MP",15.96,372
2026-04-15,potato,"Indore, MP",15.1,1008
2026-04-22,potato,"Indore, MP",15.29,825
2026-04-29,potato,"Indore, MP",15.43,935
2026-05-06,potato,"Indore, MP",14.36,248
2026-05-13,potato,"Indore, MP",13.44,387
2026-05-20,potato,"Indore, MP",14.39,1101
2026-05-27,potato,"Indore, MP",12.8,1356
2026-06-03,potato,"Indore, MP",11.93,445
2026-06-10,potato,"Indore, MP",12.96,1222
2026-06-17,potato,"Indore, MP",13.35,198
2026-06-24,potato,"Indore, MP",13.17,519
2026-07-01,potato,"Indore, MP",10.61,657
2026-07-08,potato,"Indore, MP",11.54,256
2026-07-15,potato,"Indore, MP",11.93,293
2026-07-22,potato,"Indore, MP",12.18,608
2026-07-29,potato,"Indore, MP",11.86,431
2025-01-01,potato,"Dehradun, Uttarakhand",15.02,1264
2025-01-08,potato,"Dehradun, Uttarakhand",14.33,577
2025-01-15,potato,"Dehradun, Uttarakhand",16.29,1415
2025-01-22,potato,"Dehradun, Uttarakhand",16.11,1614
2025-01-29,potato,"Dehradun, Uttarakhand",16.31,1058
2025-02-05,potato,"Dehradun, Uttarakhand",14.69,755
2025-02-12,potato,"Dehradun, Uttarakhand",15.8,470
2025-02-19,potato,"Dehradun, Uttarakhand",16.91,1678
2025-02-26,potato,"Dehradun, Uttarakhand",14.32,563
2025-03-05,potato,"Dehradun, Uttarakhand",16.43,1566
2025-03-12,potato,"Dehradun, Uttarakhand",14.65,965
2025-03-19,potato,"Dehradun, Uttarakhand",16.72,1357
2025-03-26,potato,"Dehradun, Uttarakhand",14.75,1545
2025-04-02,potato,"Dehradun, Uttarakhand",14.31,1154
2025-04-09,potato,"Dehradun, Uttarakhand",13.24,269
2025-04-16,potato,"Dehradun, Uttarakhand",13.96,1093
2025-04-23,potato,"Dehradun, Uttarakhand",13.42,1498
2025-04-30,potato,"Dehradun, Uttarakhand",14.6,736
2025-05-07,potato,"Dehradun, Uttarakhand",11.91,1362
2025-05-14,potato,"Dehradun, Uttarakhand",13.42,1095
2025-05-21,potato,"Dehradun, Uttarakhand",12.25,702
2025-05-28,potato,"Dehradun, Uttarakhand",11.94,943
2025-06-04,potato,"Dehradun, Uttarakhand",12.26,1149
2025-06-11,potato,"Dehradun, Uttarakhand",11.56,945
2025-06-18,potato,"Dehradun, Uttarakhand",10.72,640
2025-06-25,potato,"Dehradun, Uttarakhand",10.17,1062
2025-07-02,potato,"Dehradun, Uttarakhand",10.62,165
2025-07-09,potato,"Dehradun, Uttarakhand",10.92,816
2025-07-16,potato,"Dehradun, Uttarakhand",10.31,165
2025-07-23,potato,"Dehradun, Uttarakhand",9.61,976
2025-07-30,potato,"Dehradun, Uttarakhand",9.73,1141
2025-08-06,potato,"Dehradun, Uttarakhand",9.97,563
2025-08-13,potato,"Dehradun, Uttarakhand",9.47,489
2025-08-20,potato,"Dehradun, Uttarakhand",9.23,605
2025-08-27,potato,"Dehradun, Uttarakhand",10.07,953
2025-09-03,potato,"Dehradun, Uttarakhand",9.96,260
2025-09-10,potato,"Dehradun, Uttarakhand",10.2,831
2025-09-17,potato,"Dehradun, Uttarakhand",10.89,537
2025-09-24,potato,"Dehradun, Uttarakhand",10.5,777
2025-10-01,potato,"Dehradun, Uttarakhand",10.94,297
2025-10-08,potato,"Dehradun, Uttarakhand",10.41,1299
2025-10-15,potato,"Dehradun, Uttarakhand",11.74,1154
2025-10-22,potato,"Dehradun, Uttarakhand",10.88,983
2025-10-29,potato,"Dehradun, Uttarakhand",12.34,514
2025-11-05,potato,"Dehradun, Uttarakhand",12.17,1195
2025-11-12,potato,"Dehradun, Uttarakhand",14.15,1247
2025-11-19,potato,"Dehradun, Uttarakhand",13.91,980
2025-11-26,potato,"Dehradun, Uttarakhand",13.55,1084
2025-12-03,potato,"Dehradun, Uttarakhand",15.43,1183
2025-12-10,potato,"Dehradun, Uttarakhand",16.26,604
2025-12-17,potato,"Dehradun, Uttarakhand",14.57,792
2025-12-24,potato,"Dehradun, Uttarakhand",13.44,1260
2025-12-31,potato,"Dehradun, Uttarakhand",15.05,502
2026-01-07,potato,"Dehradun, Uttarakhand",16.78,594
2026-01-14,potato,"Dehradun, Uttarakhand",16.18,1484
2026-01-21,potato,"Dehradun, Uttarakhand",17.39,1305
2026-01-28,potato,"Dehradun, Uttarakhand",16.12,1580
2026-02-04,potato,"Dehradun, Uttarakhand",17.69,1674
2026-02-11,potato,"Dehradun, Uttarakhand",15.52,408
2026-02-18,potato,"Dehradun, Uttarakhand",15.35,670
2026-02-25,potato,"Dehradun, Uttarakhand",17.63,1489
2026-03-04,potato,"Dehradun, Uttarakhand",15.15,1318
2026-03-11,potato,"Dehradun, Uttarakhand",15.66,384
2026-03-18,potato,"Dehradun, Uttarakhand",15.73,1420
2026-03-25,potato,"Dehradun, Uttarakhand",15.59,1489
2026-04-01,potato,"Dehradun, Uttarakhand",14.51,606
2026-04-08,potato,"Dehradun, Uttarakhand",14.41,1469
2026-04-15,potato,"Dehradun, Uttarakhand",14.95,1492
2026-04-22,potato,"Dehradun, Uttarakhand",15.3,1606
2026-04-29,potato,"Dehradun, Uttarakhand",13.77,1525
2026-05-06,potato,"Dehradun, Uttarakhand",13.41,1327
2026-05-13,potato,"Dehradun, Uttarakhand",13.1,587
2026-05-20,potato,"Dehradun, Uttarakhand",12.23,1310
2026-05-27,potato,"Dehradun, Uttarakhand",12.47,460
2026-06-03,potato,"Dehradun, Uttarakhand",11.56,822
2026-06-10,potato,"Dehradun, Uttarakhand",12.74,695
2026-06-17,potato,"Dehradun, Uttarakhand",11.36,989
2026-06-24,potato,"Dehradun, Uttarakhand",12.46,729
2026-07-01,potato,"Dehradun, Uttarakhand",10.86,336
2026-07-08,potato,"Dehradun, Uttarakhand",10.87,161
2026-07-15,potato,"Dehradun, Uttarakhand",10.12,932
2026-07-22,potato,"Dehradun, Uttarakhand",9.9,935
2026-07-29,potato,"Dehradun, Uttarakhand",10.59,934
